yyyymmdd,temperature,year,month,day,ltm,anomaly
20160414,23.1,2016,4,14,23.041176470588237,0.0588235294117645
20160415,21.1,2016,4,15,22.329411764705885,-1.2294117647058833
20160416,24.700000000000003,2016,4,16,22.658823529411762,2.0411764705882405
20160417,25.900000000000002,2016,4,17,23.264705882352942,2.63529411764706
20160418,23.1,2016,4,18,23.264705882352946,-0.16470588235294414
20160419,20.5,2016,4,19,23.65294117647059,-3.1529411764705912
20160420,21.6,2016,4,20,24.023529411764706,-2.4235294117647044
20160421,24.6,2016,4,21,24.558823529411764,0.041176470588236924
20160422,23.700000000000003,2016,4,22,24.158823529411766,-0.4588235294117631
20160423,24.900000000000002,2016,4,23,23.864705882352943,1.0352941176470587
20160424,24.400000000000002,2016,4,24,23.829411764705885,0.5705882352941174
20160425,26.0,2016,4,25,23.894117647058824,2.105882352941176
20160426,27.200000000000003,2016,4,26,24.02352941176471,3.1764705882352935
20160427,26.8,2016,4,27,24.21764705882353,2.5823529411764703
20160428,26.0,2016,4,28,24.0,2.0
20160429,24.1,2016,4,29,24.158823529411762,-0.058823529411760944
20160430,22.5,2016,4,30,24.74705882352941,-2.247058823529411
20160501,22.200000000000003,2016,5,1,24.905882352941177,-2.705882352941174
20160502,25.6,2016,5,2,25.02352941176471,0.5764705882352921
20160503,26.5,2016,5,3,25.082352941176474,1.4176470588235262
20160504,25.8,2016,5,4,24.835294117647063,0.9647058823529377
20160505,28.1,2016,5,5,25.13529411764706,2.9647058823529413
20160506,28.400000000000002,2016,5,6,25.482352941176472,2.9176470588235297
20160507,28.700000000000003,2016,5,7,25.764705882352942,2.935294117647061
20160508,28.700000000000003,2016,5,8,26.00588235294118,2.6941176470588246
20160509,28.700000000000003,2016,5,9,26.464705882352945,2.235294117647058
20160510,26.6,2016,5,10,26.14117647058824,0.4588235294117631
20160511,25.5,2016,5,11,25.994117647058825,-0.4941176470588253
20160512,25.1,2016,5,12,26.305882352941175,-1.205882352941174
20160513,25.5,2016,5,13,26.394117647058827,-0.8941176470588275
20160514,25.400000000000002,2016,5,14,26.6,-1.1999999999999993
20160515,26.6,2016,5,15,26.782352941176473,-0.18235294117647172
20160516,24.8,2016,5,16,26.37058823529412,-1.570588235294121
20160517,23.700000000000003,2016,5,17,26.45294117647059,-2.7529411764705856
20160518,24.5,2016,5,18,27.041176470588233,-2.5411764705882334
20160519,25.5,2016,5,19,27.15294117647059,-1.6529411764705912
20160520,25.200000000000003,2016,5,20,26.61764705882353,-1.4176470588235262
20160521,26.5,2016,5,21,26.205882352941178,0.2941176470588225
20160522,27.200000000000003,2016,5,22,26.470588235294116,0.7294117647058869
20160523,26.8,2016,5,23,26.48823529411765,0.31176470588235006
20160524,27.5,2016,5,24,26.61764705882353,0.882352941176471
20160525,28.0,2016,5,25,27.05294117647059,0.9470588235294102
20160526,27.6,2016,5,26,27.541176470588237,0.0588235294117645
20160527,27.5,2016,5,27,27.68235294117647,-0.18235294117647172
20160528,27.700000000000003,2016,5,28,27.623529411764704,0.07647058823529918
20160529,29.1,2016,5,29,27.588235294117652,1.5117647058823493
20160530,29.8,2016,5,30,27.694117647058825,2.105882352941176
20160531,29.900000000000002,2016,5,31,28.01764705882353,1.882352941176471
20160601,30.1,2016,6,1,28.105882352941176,1.9941176470588253
20160602,30.3,2016,6,2,28.03529411764706,2.264705882352942
20160603,30.3,2016,6,3,28.458823529411767,1.841176470588234
20160604,28.700000000000003,2016,6,4,28.347058823529412,0.35294117647059053
20160605,26.900000000000002,2016,6,5,28.282352941176473,-1.382352941176471
20160606,26.200000000000003,2016,6,6,28.029411764705884,-1.8294117647058812
20160607,28.1,2016,6,7,28.22941176470588,-0.12941176470587834
20160608,27.1,2016,6,8,28.43529411764706,-1.3352941176470594
20160609,28.200000000000003,2016,6,9,28.35294117647059,-0.1529411764705877
20160610,27.900000000000002,2016,6,10,28.18235294117647,-0.2823529411764696
20160611,26.6,2016,6,11,27.947058823529417,-1.3470588235294159
20160612,27.1,2016,6,12,27.670588235294115,-0.5705882352941138
20160613,29.700000000000003,2016,6,13,28.052941176470586,1.6470588235294166
20160614,30.200000000000003,2016,6,14,28.023529411764706,2.176470588235297
20160615,30.3,2016,6,15,28.2,2.1000000000000014
20160616,29.400000000000002,2016,6,16,28.2764705882353,1.1235294117647037
20160617,29.400000000000002,2016,6,17,28.335294117647063,1.0647058823529392
20160618,29.3,2016,6,18,28.78235294117647,0.5176470588235311
20160619,30.1,2016,6,19,29.13529411764706,0.9647058823529413
20160620,30.8,2016,6,20,29.6,1.1999999999999993
20160621,30.6,2016,6,21,29.31764705882353,1.2823529411764731
20160622,30.5,2016,6,22,28.67058823529412,1.8294117647058812
20160623,30.400000000000002,2016,6,23,28.735294117647058,1.6647058823529441
20160624,31.0,2016,6,24,28.900000000000002,2.099999999999998
20160625,31.400000000000002,2016,6,25,28.75882352941177,2.6411764705882312
20160626,31.3,2016,6,26,29.02352941176471,2.2764705882352914
20160627,31.1,2016,6,27,29.088235294117652,2.0117647058823493
20160628,29.1,2016,6,28,28.547058823529415,0.5529411764705863
20160629,29.0,2016,6,29,28.994117647058825,0.005882352941174673
20160630,30.0,2016,6,30,28.894117647058827,1.1058823529411725
20160701,30.1,2016,7,1,29.076470588235296,1.0235294117647058
20160702,29.400000000000002,2016,7,2,29.241176470588236,0.15882352941176592
20160703,29.400000000000002,2016,7,3,29.311764705882354,0.08823529411764852
20160704,30.1,2016,7,4,29.417647058823533,0.6823529411764682
20160705,29.0,2016,7,5,29.18823529411765,-0.18823529411764994
20160706,27.3,2016,7,6,28.894117647058824,-1.5941176470588232
20160707,30.200000000000003,2016,7,7,29.04705882352941,1.1529411764705912
20160708,31.0,2016,7,8,29.447058823529414,1.5529411764705863
20160709,31.5,2016,7,9,29.452941176470585,2.047058823529415
20160710,28.6,2016,7,10,29.294117647058822,-0.6941176470588211
20160711,28.900000000000002,2016,7,11,29.38235294117647,-0.4823529411764689
20160712,28.1,2016,7,12,29.60588235294118,-1.5058823529411782
20160713,28.6,2016,7,13,29.523529411764706,-0.9235294117647044
20160714,28.900000000000002,2016,7,14,29.482352941176472,-0.5823529411764703
20160715,30.200000000000003,2016,7,15,29.241176470588236,0.9588235294117666
20160716,30.6,2016,7,16,29.0,1.6000000000000014
20160717,30.6,2016,7,17,29.13529411764706,1.4647058823529413
20160718,30.400000000000002,2016,7,18,28.86470588235294,1.5352941176470623
20160719,29.900000000000002,2016,7,19,28.8,1.1000000000000014
20160720,29.200000000000003,2016,7,20,28.78235294117647,0.41764705882353326
20160721,30.0,2016,7,21,29.094117647058823,0.9058823529411768
20160722,30.0,2016,7,22,29.14117647058824,0.8588235294117617
20160723,30.0,2016,7,23,29.135294117647057,0.8647058823529434
20160724,30.400000000000002,2016,7,24,29.34705882352941,1.0529411764705934
20160725,30.8,2016,7,25,29.500000000000004,1.2999999999999972
20160726,29.400000000000002,2016,7,26,29.27058823529412,0.1294117647058819
20160727,30.200000000000003,2016,7,27,29.105882352941173,1.0941176470588303
20160728,30.1,2016,7,28,29.45294117647059,0.647058823529413
20160729,30.3,2016,7,29,29.33529411764706,0.9647058823529413
20160730,29.900000000000002,2016,7,30,29.358823529411765,0.5411764705882369
20160731,30.1,2016,7,31,29.35294117647059,0.7470588235294109
20160801,29.5,2016,8,1,29.38823529411765,0.11176470588235077
20160802,27.1,2016,8,2,29.10588235294118,-2.0058823529411782
20160803,26.8,2016,8,3,28.65294117647059,-1.8529411764705905
20160804,26.900000000000002,2016,8,4,28.7764705882353,-1.8764705882352963
20160805,29.3,2016,8,5,28.82352941176471,0.47647058823529065
20160806,30.0,2016,8,6,28.78235294117647,1.2176470588235304
20160807,30.400000000000002,2016,8,7,29.435294117647057,0.9647058823529449
20160808,30.5,2016,8,8,29.60588235294118,0.8941176470588204
20160809,29.200000000000003,2016,8,9,29.32941176470588,-0.12941176470587834
20160810,26.700000000000003,2016,8,10,28.488235294117647,-1.7882352941176443
20160811,27.200000000000003,2016,8,11,28.352941176470587,-1.1529411764705841
20160812,28.1,2016,8,12,28.55294117647059,-0.4529411764705884
20160813,28.8,2016,8,13,28.529411764705884,0.2705882352941167
20160814,27.3,2016,8,14,28.38235294117647,-1.0823529411764703
20160815,26.6,2016,8,15,28.694117647058825,-2.094117647058823
20160816,26.200000000000003,2016,8,16,28.599999999999998,-2.399999999999995
20160817,26.5,2016,8,17,28.558823529411764,-2.0588235294117645
20160818,27.0,2016,8,18,28.88823529411765,-1.8882352941176492
20160819,28.200000000000003,2016,8,19,28.611764705882354,-0.4117647058823515
20160820,29.200000000000003,2016,8,20,28.764705882352942,0.43529411764706083
20160821,27.400000000000002,2016,8,21,29.258823529411767,-1.8588235294117652
20160822,29.3,2016,8,22,29.141176470588242,0.1588235294117588
20160823,29.700000000000003,2016,8,23,29.058823529411764,0.6411764705882383
20160824,30.1,2016,8,24,29.264705882352946,0.8352941176470559
20160825,30.400000000000002,2016,8,25,29.005882352941175,1.3941176470588275
20160826,30.400000000000002,2016,8,26,29.04705882352941,1.3529411764705905
20160827,29.700000000000003,2016,8,27,28.582352941176474,1.117647058823529
20160828,27.6,2016,8,28,28.67058823529412,-1.0705882352941174
20160829,26.700000000000003,2016,8,29,28.98823529411765,-2.288235294117648
20160830,28.0,2016,8,30,29.00588235294118,-1.0058823529411782
20160831,28.6,2016,8,31,28.764705882352946,-0.16470588235294414
20160901,27.900000000000002,2016,9,1,28.711764705882356,-0.8117647058823536
20160902,28.700000000000003,2016,9,2,28.470588235294116,0.22941176470588687
20160903,28.1,2016,9,3,28.45882352941177,-0.35882352941176876
20160904,28.200000000000003,2016,9,4,28.358823529411765,-0.15882352941176237
20160905,27.1,2016,9,5,28.44117647058824,-1.3411764705882376
20160906,26.700000000000003,2016,9,6,28.794117647058822,-2.0941176470588196
20160907,26.5,2016,9,7,28.641176470588235,-2.141176470588235
20160908,27.1,2016,9,8,28.60588235294118,-1.5058823529411782
20160909,27.0,2016,9,9,28.48823529411765,-1.4882352941176507
20160910,26.3,2016,9,10,28.370588235294115,-2.070588235294114
20160911,28.1,2016,9,11,28.46470588235294,-0.3647058823529399
20160912,28.700000000000003,2016,9,12,28.411764705882355,0.2882352941176478
20160913,28.200000000000003,2016,9,13,28.74705882352941,-0.547058823529408
20160914,29.6,2016,9,14,28.605882352941176,0.9941176470588253
20160915,29.400000000000002,2016,9,15,28.800000000000004,0.5999999999999979
20160916,29.0,2016,9,16,28.547058823529415,0.45294117647058485
20160917,29.3,2016,9,17,28.764705882352946,0.5352941176470551
20160918,28.6,2016,9,18,28.747058823529414,-0.14705882352941302
20160919,28.6,2016,9,19,28.558823529411768,0.04117647058823337
20160920,25.5,2016,9,20,28.352941176470587,-2.852941176470587
20160921,27.1,2016,9,21,28.011764705882356,-0.911764705882355
20160922,27.200000000000003,2016,9,22,28.147058823529417,-0.9470588235294137
20160923,27.700000000000003,2016,9,23,27.970588235294116,-0.27058823529411313
20160924,27.900000000000002,2016,9,24,27.73529411764706,0.1647058823529406
20160925,28.1,2016,9,25,27.947058823529417,0.15294117647058414
20160926,28.5,2016,9,26,28.094117647058823,0.4058823529411768
20160927,31.1,2016,9,27,28.28235294117647,2.817647058823532
20160928,30.400000000000002,2016,9,28,28.20588235294118,2.194117647058821
20160929,26.5,2016,9,29,27.88235294117647,-1.382352941176471
20160930,25.1,2016,9,30,27.69411764705882,-2.5941176470588196
20161001,26.6,2016,10,1,27.65294117647059,-1.0529411764705898
20161002,27.6,2016,10,2,27.794117647058822,-0.19411764705882106
20161003,27.5,2016,10,3,27.352941176470587,0.14705882352941302
20161004,27.5,2016,10,4,27.288235294117644,0.21176470588235574
20161005,28.6,2016,10,5,27.32352941176471,1.2764705882352914
20161006,28.5,2016,10,6,27.035294117647055,1.4647058823529449
20161007,27.700000000000003,2016,10,7,26.947058823529414,0.7529411764705891
20161008,28.1,2016,10,8,26.847058823529412,1.2529411764705891
20161009,26.5,2016,10,9,26.67058823529412,-0.17058823529411882
20161010,25.3,2016,10,10,26.282352941176473,-0.9823529411764724
20161011,24.5,2016,10,11,26.158823529411766,-1.658823529411766
20161012,24.6,2016,10,12,26.158823529411762,-1.558823529411761
20161013,26.0,2016,10,13,26.029411764705884,-0.029411764705884025
20161014,26.700000000000003,2016,10,14,25.976470588235294,0.7235294117647086
20161015,27.200000000000003,2016,10,15,25.911764705882355,1.2882352941176478
20161016,28.0,2016,10,16,26.076470588235296,1.9235294117647044
20161017,26.6,2016,10,17,25.658823529411762,0.9411764705882391
20161018,24.8,2016,10,18,25.02352941176471,-0.22352941176470864
20161019,25.1,2016,10,19,25.229411764705883,-0.1294117647058819
20161020,27.3,2016,10,20,25.417647058823533,1.8823529411764675
20161021,26.1,2016,10,21,25.24705882352941,0.8529411764705905
20161022,27.5,2016,10,22,25.176470588235297,2.323529411764703
20161023,27.1,2016,10,23,25.30588235294118,1.7941176470588225
20161024,27.3,2016,10,24,25.400000000000002,1.8999999999999986
20161025,27.3,2016,10,25,25.194117647058825,2.105882352941176
20161026,27.1,2016,10,26,25.00588235294118,2.094117647058823
20161027,27.5,2016,10,27,24.95882352941177,2.54117647058823
20161028,28.200000000000003,2016,10,28,24.88823529411765,3.3117647058823536
20161029,26.700000000000003,2016,10,29,24.729411764705883,1.9705882352941195
20161030,24.400000000000002,2016,10,30,24.423529411764704,-0.023529411764702246
20161031,25.5,2016,10,31,24.223529411764705,1.276470588235295
20161101,23.900000000000002,2016,11,1,23.935294117647057,-0.035294117647055145
20161102,22.8,2016,11,2,23.52352941176471,-0.7235294117647086
20161103,21.8,2016,11,3,23.15294117647059,-1.3529411764705905
20161104,22.400000000000002,2016,11,4,23.429411764705886,-1.029411764705884
20161105,23.8,2016,11,5,23.558823529411764,0.2411764705882362
20161106,24.200000000000003,2016,11,6,24.076470588235296,0.12352941176470722
20161107,25.3,2016,11,7,24.400000000000006,0.899999999999995
20161108,24.6,2016,11,8,23.564705882352943,1.0352941176470587
20161109,20.700000000000003,2016,11,9,23.14117647058824,-2.4411764705882355
20161110,17.7,2016,11,10,22.952941176470592,-5.252941176470593
20161111,20.0,2016,11,11,22.905882352941177,-2.905882352941177
20161112,23.3,2016,11,12,22.788235294117648,0.5117647058823529
20161113,24.700000000000003,2016,11,13,22.52352941176471,2.1764705882352935
20161114,25.400000000000002,2016,11,14,22.758823529411767,2.641176470588235
20161115,25.700000000000003,2016,11,15,22.900000000000006,2.799999999999997
20161116,24.6,2016,11,16,22.923529411764708,1.6764705882352935
20161117,24.8,2016,11,17,22.50588235294118,2.2941176470588225
20161118,24.8,2016,11,18,22.482352941176472,2.3176470588235283
20161119,25.8,2016,11,19,22.22352941176471,3.576470588235292
20161120,25.6,2016,11,20,21.870588235294118,3.7294117647058833
20161121,24.700000000000003,2016,11,21,21.788235294117644,2.9117647058823586
20161122,22.700000000000003,2016,11,22,21.77058823529412,0.9294117647058826
20161123,20.5,2016,11,23,21.476470588235294,-0.9764705882352942
20161124,17.3,2016,11,24,21.364705882352943,-4.064705882352943
20161125,20.0,2016,11,25,21.299999999999997,-1.2999999999999972
20161126,17.6,2016,11,26,20.97647058823529,-3.3764705882352892
20161127,16.2,2016,11,27,20.547058823529415,-4.347058823529416
20161128,18.1,2016,11,28,20.21764705882353,-2.117647058823529
20161129,19.200000000000003,2016,11,29,20.711764705882356,-1.511764705882353
20161130,19.700000000000003,2016,11,30,20.582352941176474,-0.882352941176471
20161201,19.8,2016,12,1,19.588235294117652,0.21176470588234864
20161202,20.5,2016,12,2,19.05294117647059,1.4470588235294102
20161203,21.3,2016,12,3,19.06470588235294,2.2352941176470615
20161204,22.3,2016,12,4,19.17058823529412,3.129411764705882
20161205,23.3,2016,12,5,18.66470588235294,4.63529411764706
20161206,20.8,2016,12,6,18.882352941176475,1.9176470588235262
20161207,19.900000000000002,2016,12,7,19.147058823529417,0.7529411764705856
20161208,19.200000000000003,2016,12,8,18.852941176470587,0.34705882352941586
20161209,19.400000000000002,2016,12,9,18.658823529411766,0.7411764705882362
20161210,20.8,2016,12,10,18.935294117647057,1.8647058823529434
20161211,20.400000000000002,2016,12,11,19.329411764705885,1.0705882352941174
20161212,21.1,2016,12,12,18.958823529411767,2.141176470588235
20161213,22.900000000000002,2016,12,13,19.211764705882356,3.6882352941176464
20161214,21.400000000000002,2016,12,14,18.941176470588236,2.4588235294117666
20161215,18.0,2016,12,15,18.294117647058822,-0.2941176470588225
20161216,15.200000000000001,2016,12,16,16.91176470588235,-1.7117647058823504
20161217,16.6,2016,12,17,16.111764705882354,0.4882352941176471
20161218,19.200000000000003,2016,12,18,16.041176470588237,3.158823529411766
20161219,20.3,2016,12,19,16.464705882352945,3.835294117647056
20161220,21.3,2016,12,20,17.570588235294117,3.7294117647058833
20161221,21.900000000000002,2016,12,21,18.511764705882356,3.3882352941176457
20161222,22.400000000000002,2016,12,22,18.223529411764705,4.176470588235297
20161223,20.200000000000003,2016,12,23,17.729411764705883,2.4705882352941195
20161224,18.1,2016,12,24,18.147058823529413,-0.0470588235294116
20161225,19.5,2016,12,25,17.852941176470587,1.647058823529413
20161226,21.400000000000002,2016,12,26,17.576470588235296,3.8235294117647065
20161227,16.6,2016,12,27,16.96470588235294,-0.3647058823529399
20161228,14.0,2016,12,28,16.888235294117646,-2.8882352941176457
20161229,15.9,2016,12,29,17.05294117647059,-1.1529411764705895
20161230,16.6,2016,12,30,16.16470588235294,0.43529411764706083
20161231,18.2,2016,12,31,15.72352941176471,2.476470588235289
20170101,19.200000000000003,2017,1,1,15.962500000000002,3.2375000000000007
20170102,20.200000000000003,2017,1,2,16.606250000000003,3.59375
20170103,20.0,2017,1,3,17.329411764705885,2.6705882352941153
20170104,19.900000000000002,2017,1,4,17.48823529411765,2.4117647058823515
20170105,21.1,2017,1,5,17.711764705882352,3.3882352941176492
20170106,21.6,2017,1,6,17.147058823529417,4.452941176470585
20170107,21.1,2017,1,7,16.629411764705885,4.470588235294116
20170108,22.6,2017,1,8,16.44117647058824,6.158823529411762
20170109,20.6,2017,1,9,15.717647058823532,4.882352941176469
20170110,19.400000000000002,2017,1,10,16.33529411764706,3.0647058823529427
20170111,19.1,2017,1,11,16.38823529411765,2.711764705882352
20170112,19.0,2017,1,12,16.047058823529415,2.952941176470585
20170113,15.9,2017,1,13,15.6,0.3000000000000007
20170114,15.700000000000001,2017,1,14,15.882352941176471,-0.18235294117646994
20170115,15.5,2017,1,15,16.18235294117647,-0.6823529411764717
20170116,16.3,2017,1,16,16.73529411764706,-0.43529411764706083
20170117,18.0,2017,1,17,16.67058823529412,1.3294117647058812
20170118,18.900000000000002,2017,1,18,16.729411764705883,2.170588235294119
20170119,20.400000000000002,2017,1,19,17.317647058823532,3.0823529411764703
20170120,18.3,2017,1,20,17.794117647058826,0.5058823529411747
20170121,16.7,2017,1,21,17.523529411764706,-0.8235294117647065
20170122,16.400000000000002,2017,1,22,16.870588235294118,-0.470588235294116
20170123,16.8,2017,1,23,16.147058823529413,0.6529411764705877
20170124,17.0,2017,1,24,15.38823529411765,1.6117647058823508
20170125,17.5,2017,1,25,15.964705882352943,1.535294117647057
20170126,17.3,2017,1,26,16.147058823529413,1.1529411764705877
20170127,17.5,2017,1,27,15.741176470588236,1.7588235294117638
20170128,17.3,2017,1,28,16.376470588235296,0.9235294117647044
20170129,19.1,2017,1,29,16.011764705882356,3.088235294117645
20170130,20.200000000000003,2017,1,30,16.329411764705885,3.870588235294118
20170131,16.7,2017,1,31,16.358823529411765,0.3411764705882341
20170201,18.400000000000002,2017,2,1,16.629411764705882,1.7705882352941202
20170202,16.8,2017,2,2,16.447058823529414,0.352941176470587
20170203,17.1,2017,2,3,16.5,0.6000000000000014
20170204,18.2,2017,2,4,16.670588235294115,1.529411764705884
20170205,19.0,2017,2,5,16.88235294117647,2.117647058823529
20170206,18.1,2017,2,6,17.3,0.8000000000000007
20170207,16.7,2017,2,7,17.541176470588233,-0.8411764705882341
20170208,17.7,2017,2,8,17.229411764705883,0.470588235294116
20170209,14.0,2017,2,9,16.67058823529412,-2.670588235294119
20170210,12.8,2017,2,10,16.5,-3.6999999999999993
20170211,14.0,2017,2,11,16.870588235294118,-2.870588235294118
20170212,15.0,2017,2,12,16.941176470588236,-1.9411764705882355
20170213,16.1,2017,2,13,17.27058823529412,-1.1705882352941188
20170214,17.3,2017,2,14,17.841176470588238,-0.5411764705882369
20170215,17.400000000000002,2017,2,15,17.617647058823533,-0.21764705882353041
20170216,18.7,2017,2,16,17.16470588235294,1.5352941176470587
20170217,20.400000000000002,2017,2,17,16.882352941176475,3.5176470588235276
20170218,19.900000000000002,2017,2,18,16.788235294117644,3.111764705882358
20170219,17.900000000000002,2017,2,19,16.276470588235295,1.6235294117647072
20170220,21.0,2017,2,20,16.982352941176472,4.017647058823528
20170221,18.3,2017,2,21,17.300000000000004,0.9999999999999964
20170222,18.900000000000002,2017,2,22,17.988235294117644,0.9117647058823586
20170223,17.900000000000002,2017,2,23,18.147058823529413,-0.2470588235294109
20170224,13.0,2017,2,24,17.658823529411766,-4.658823529411766
20170225,12.200000000000001,2017,2,25,18.64117647058824,-6.441176470588237
20170226,13.9,2017,2,26,19.01764705882353,-5.117647058823531
20170227,17.0,2017,2,27,18.658823529411766,-1.658823529411766
20170228,17.400000000000002,2017,2,28,18.841176470588238,-1.4411764705882355
20170301,18.8,2017,3,1,19.323529411764707,-0.5235294117647058
20170302,19.400000000000002,2017,3,2,19.417647058823526,-0.01764705882352402
20170303,17.400000000000002,2017,3,3,19.01764705882353,-1.617647058823529
20170304,18.7,2017,3,4,19.32941176470589,-0.629411764705889
20170305,20.700000000000003,2017,3,5,19.88823529411765,0.8117647058823536
20170306,20.3,2017,3,6,19.370588235294118,0.9294117647058826
20170307,18.0,2017,3,7,18.30588235294118,-0.30588235294117894
20170308,16.3,2017,3,8,17.629411764705885,-1.3294117647058847
20170309,17.0,2017,3,9,17.941176470588236,-0.9411764705882355
20170310,17.8,2017,3,10,17.799999999999997,3.552713678800501e-15
20170311,17.5,2017,3,11,17.829411764705885,-0.32941176470588474
20170312,18.400000000000002,2017,3,12,18.63529411764706,-0.235294117647058
20170313,21.700000000000003,2017,3,13,19.5764705882353,2.1235294117647037
20170314,19.1,2017,3,14,19.2764705882353,-0.17647058823529704
20170315,16.8,2017,3,15,19.500000000000004,-2.700000000000003
20170316,17.8,2017,3,16,20.17058823529412,-2.370588235294118
20170317,18.1,2017,3,17,20.458823529411767,-2.358823529411765
20170318,18.900000000000002,2017,3,18,21.341176470588238,-2.4411764705882355
20170319,19.8,2017,3,19,21.88823529411765,-2.0882352941176485
20170320,21.900000000000002,2017,3,20,21.46470588235294,0.43529411764706083
20170321,22.900000000000002,2017,3,21,20.8,2.1000000000000014
20170322,18.8,2017,3,22,20.823529411764707,-2.023529411764706
20170323,21.200000000000003,2017,3,23,20.582352941176474,0.617647058823529
20170324,20.8,2017,3,24,19.882352941176475,0.9176470588235262
20170325,20.200000000000003,2017,3,25,19.829411764705885,0.3705882352941181
20170326,15.8,2017,3,26,20.029411764705884,-4.229411764705883
20170327,18.900000000000002,2017,3,27,20.688235294117646,-1.7882352941176443
20170328,20.6,2017,3,28,20.91764705882353,-0.3176470588235283
20170329,21.700000000000003,2017,3,29,21.329411764705885,0.3705882352941181
20170330,21.900000000000002,2017,3,30,21.81764705882353,0.08235294117647385
20170331,20.1,2017,3,31,21.741176470588236,-1.6411764705882348
20170401,18.7,2017,4,1,21.45882352941177,-2.758823529411771
20170402,19.900000000000002,2017,4,2,21.329411764705885,-1.4294117647058826
20170403,20.700000000000003,2017,4,3,21.376470588235296,-0.6764705882352935
20170404,21.900000000000002,2017,4,4,21.50588235294118,0.3941176470588239
20170405,23.400000000000002,2017,4,5,22.082352941176474,1.3176470588235283
20170406,23.5,2017,4,6,21.841176470588238,1.6588235294117624
20170407,24.5,2017,4,7,21.44117647058824,3.058823529411761
20170408,25.0,2017,4,8,21.87058823529412,3.1294117647058783
20170409,25.8,2017,4,9,22.441176470588236,3.358823529411765
20170410,27.0,2017,4,10,22.75294117647059,4.247058823529411
20170411,26.1,2017,4,11,23.10588235294118,2.9941176470588218
20170412,20.6,2017,4,12,22.78235294117647,-2.182352941176468
20170413,20.0,2017,4,13,23.17058823529412,-3.170588235294119
20170414,21.900000000000002,2017,4,14,23.041176470588237,-1.1411764705882348
20170415,23.6,2017,4,15,22.329411764705885,1.2705882352941167
20170416,25.700000000000003,2017,4,16,22.658823529411762,3.0411764705882405
20170417,26.0,2017,4,17,23.264705882352942,2.735294117647058
20170418,26.700000000000003,2017,4,18,23.264705882352946,3.4352941176470573
20170419,26.700000000000003,2017,4,19,23.65294117647059,3.0470588235294116
20170420,26.1,2017,4,20,24.023529411764706,2.0764705882352956
20170421,26.200000000000003,2017,4,21,24.558823529411764,1.6411764705882383
20170422,20.6,2017,4,22,24.158823529411766,-3.5588235294117645
20170423,20.8,2017,4,23,23.864705882352943,-3.0647058823529427
20170424,21.5,2017,4,24,23.829411764705885,-2.3294117647058847
20170425,21.900000000000002,2017,4,25,23.894117647058824,-1.9941176470588218
20170426,23.700000000000003,2017,4,26,24.02352941176471,-0.3235294117647065
20170427,22.3,2017,4,27,24.21764705882353,-1.9176470588235297
20170428,21.8,2017,4,28,24.0,-2.1999999999999993
20170429,23.0,2017,4,29,24.158823529411762,-1.1588235294117624
20170430,24.0,2017,4,30,24.74705882352941,-0.7470588235294109
20170501,25.0,2017,5,1,24.905882352941177,0.0941176470588232
20170502,26.1,2017,5,2,25.02352941176471,1.076470588235292
20170503,27.5,2017,5,3,25.082352941176474,2.417647058823526
20170504,24.900000000000002,2017,5,4,24.835294117647063,0.06470588235293917
20170505,26.1,2017,5,5,25.13529411764706,0.9647058823529413
20170506,27.5,2017,5,6,25.482352941176472,2.0176470588235276
20170507,25.6,2017,5,7,25.764705882352942,-0.1647058823529406
20170508,25.900000000000002,2017,5,8,26.00588235294118,-0.1058823529411761
20170509,25.900000000000002,2017,5,9,26.464705882352945,-0.5647058823529427
20170510,27.1,2017,5,10,26.14117647058824,0.9588235294117631
20170511,27.5,2017,5,11,25.994117647058825,1.5058823529411747
20170512,27.5,2017,5,12,26.305882352941175,1.1941176470588246
20170513,25.8,2017,5,13,26.394117647058827,-0.5941176470588267
20170514,26.700000000000003,2017,5,14,26.6,0.10000000000000142
20170515,25.5,2017,5,15,26.782352941176473,-1.2823529411764731
20170516,25.0,2017,5,16,26.37058823529412,-1.3705882352941217
20170517,26.0,2017,5,17,26.45294117647059,-0.4529411764705884
20170518,25.5,2017,5,18,27.041176470588233,-1.5411764705882334
20170519,24.6,2017,5,19,27.15294117647059,-2.55294117647059
20170520,23.900000000000002,2017,5,20,26.61764705882353,-2.717647058823527
20170521,23.900000000000002,2017,5,21,26.205882352941178,-2.3058823529411754
20170522,24.6,2017,5,22,26.470588235294116,-1.8705882352941146
20170523,26.1,2017,5,23,26.48823529411765,-0.38823529411764923
20170524,25.3,2017,5,24,26.61764705882353,-1.3176470588235283
20170525,25.5,2017,5,25,27.05294117647059,-1.5529411764705898
20170526,25.0,2017,5,26,27.541176470588237,-2.541176470588237
20170527,26.1,2017,5,27,27.68235294117647,-1.5823529411764703
20170528,26.700000000000003,2017,5,28,27.623529411764704,-0.9235294117647008
20170529,26.6,2017,5,29,27.588235294117652,-0.9882352941176507
20170530,27.0,2017,5,30,27.694117647058825,-0.6941176470588246
20170531,28.200000000000003,2017,5,31,28.01764705882353,0.18235294117647172
20170601,29.1,2017,6,1,28.105882352941176,0.9941176470588253
20170602,29.400000000000002,2017,6,2,28.03529411764706,1.3647058823529434
20170603,30.0,2017,6,3,28.458823529411767,1.5411764705882334
20170604,30.0,2017,6,4,28.347058823529412,1.6529411764705877
